FullDate, Year, Month, DATE, Acrodictys, Agrocybe, Algae, Alternaria, Arthimium, Ascomycetes, Asperisporium, Basidiomycetes, Beltrania, Botrytis, Cercospora, Cladosporium, Curvularia, *D. conidia/hyphae, Dendryphiella, Drechslera/Helmintho., Dichotomophthora, Diplococcum, Epicoccum, Fusariella, Ganoderma, Helicomina, Microsporum, Misc. Fungus (Hyaline), Monodictys, Myxomycete/Smut, Nigrospora, Penicillium/Aspergillus, Periconia, Pestalotiopsis, Pithomyces, Powdery Mildew, Pseudocercospora, Puccinia, Rust, Spegazinia, Stemphyllium, Tetrapola, Tilletia, Torula
6/12/2017,2017,6,12, NA, NA,8,8, NA,978, NA,652, NA, NA,12,1818,4, NA, NA,8, NA, NA,8, NA, NA, NA, NA, NA, NA,198,10, NA, NA, NA, NA,6, NA, NA,10, NA, NA, NA, NA,4
6/13/2017,2017,6,13, NA, NA,24,16, NA,1109, NA,689, NA, NA,28,1504,24, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,133,6,137, NA, NA, NA, NA, NA, NA,8, NA, NA, NA, NA, NA
6/14/2017,2017,6,14, NA, NA, NA,14, NA,1504, NA,830, NA, NA,44,1334,6, NA, NA,8, NA, NA,2, NA, NA, NA, NA, NA, NA,76,8, NA,6, NA, NA, NA, NA, NA,6, NA, NA, NA, NA,12
6/15/2017,2017,6,15, NA, NA, NA,24, NA,800, NA,248, NA, NA,28,1240,40, NA, NA,10, NA, NA,4, NA, NA, NA, NA, NA, NA,66,6,208,36, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,8
6/16/2017,2017,6,16, NA, NA, NA,68, NA,3613, NA,964, NA, NA,18,2016,102, NA, NA,54, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,50,33, NA,4,6, NA, NA, NA,2, NA,4, NA,12
6/19/2017,2017,6,19, NA, NA, NA,48, NA,1440, NA,400, NA, NA,24,2256,56, NA, NA,56, NA, NA,52, NA, NA, NA, NA, NA, NA,216, NA,384,36, NA, NA,8, NA, NA,22, NA, NA, NA, NA,4
6/20/2017,2017,6,20, NA, NA,10,10, NA,1952, NA,307, NA, NA,38,1109,71, NA, NA,32, NA, NA,6, NA, NA, NA, NA, NA, NA,249,20,64, NA, NA,6,14, NA, NA,34,2, NA,4, NA,8
6/21/2017,2017,6,21, NA, NA,20,36, NA,2150, NA,753, NA, NA,52,1166,52, NA, NA,6, NA, NA,6, NA, NA, NA, NA, NA, NA,172,12,303,16, NA,4,4, NA, NA,20, NA, NA,2, NA,4
6/22/2017,2017,6,22, NA, NA,109,18, NA,5832, NA,712, NA, NA,68,1344,48, NA, NA,32, NA, NA,8, NA, NA, NA, NA, NA, NA,212,10,259,2, NA,2,16, NA, NA,50, NA, NA, NA, NA,10
6/23/2017,2017,6,23, NA, NA,32,68, NA,5062, NA,842, NA, NA,83,2721,20, NA, NA,20, NA, NA,12, NA, NA, NA, NA, NA, NA,380,10,364,2, NA,8, NA, NA, NA,12,4, NA,2, NA,4
6/26/2017,2017,6,26, NA, NA,4,2, NA,5194, NA,1075, NA, NA,38,680,22, NA, NA,2, NA, NA,2, NA, NA, NA, NA, NA, NA,141,12,176,2, NA,2,4, NA, NA,2, NA, NA,4, NA, NA
6/27/2017,2017,6,27, NA, NA, NA,24, NA,3442, NA,2126, NA, NA,48,1190,44, NA, NA,18, NA, NA,4, NA, NA, NA, NA, NA, NA,127,28,48, NA, NA,6,4, NA, NA,2, NA, NA, NA, NA,4
6/28/2017,2017,6,28, NA, NA, NA,12, NA,3938, NA,781, NA, NA,8,988,14, NA, NA,4, NA, NA,2, NA, NA, NA, NA, NA, NA,96,20,40, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA,6
6/29/2017,2017,6,29, NA, NA,4,2, NA,4827, NA,2875, NA, NA,48,939,48, NA, NA,22, NA, NA, NA, NA, NA, NA, NA, NA, NA,157,18,234, NA, NA,10,2, NA, NA,6,2, NA, NA, NA, NA
6/30/2017,2017,6,30, NA, NA, NA,52, NA,5180, NA,1996, NA, NA,36,2843,28, NA, NA,4, NA, NA,4, NA, NA, NA, NA, NA, NA,283,14,180,12, NA, NA, NA, NA, NA,6,4, NA,2, NA, NA
5/1/2017,2017,5,1, NA, NA,280,36, NA,1976, NA,424, NA, NA,184,2132,30, NA, NA,10, NA, NA,8, NA, NA, NA, NA, NA, NA,520, NA,322,42, NA,6,12, NA, NA,16,6, NA,4, NA, NA
5/2/2017,2017,5,2, NA, NA, NA,12, NA,2624, NA,616, NA, NA,106,2904,8, NA, NA,10, NA, NA,22, NA, NA, NA, NA, NA, NA,268, NA,188, NA, NA,4,10, NA, NA,28,4, NA,6, NA, NA
5/3/2017,2017,5,3, NA, NA,144,20, NA,2400, NA,412, NA, NA,88,1806,14, NA, NA,4, NA, NA,38, NA, NA, NA, NA, NA, NA,128,2,98,4, NA,6,2, NA, NA,10, NA, NA,2, NA,16
5/4/2017,2017,5,4, NA, NA,66,36, NA,2862, NA,850, NA, NA,114,3371,20, NA, NA,8, NA, NA, NA, NA, NA, NA, NA, NA, NA,128,2,80,4, NA, NA, NA, NA, NA,18, NA, NA, NA,2, NA
5/5/2017,2017,5,5, NA, NA,140,30, NA,1232, NA,402, NA, NA,68,3464, NA, NA, NA,28, NA, NA, NA, NA, NA, NA, NA, NA, NA,104, NA, NA,10, NA,4, NA, NA, NA,14,4, NA, NA, NA, NA
5/8/2017,2017,5,8, NA, NA, NA,22, NA,2046, NA,118, NA, NA,84,3630,4, NA, NA, NA, NA, NA,10, NA, NA, NA, NA, NA, NA,210, NA,138, NA, NA,6, NA, NA, NA,10,2, NA,2, NA, NA
5/9/2017,2017,5,9, NA, NA, NA,8, NA,888, NA,96, NA, NA,10,530,12, NA, NA,2, NA, NA,4, NA, NA, NA, NA, NA, NA,50,6,56,8, NA,4, NA, NA, NA, NA, NA, NA, NA, NA,2
5/10/2017,2017,5,10, NA, NA,6,32, NA,792, NA,180, NA, NA,56,1304,12, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,68,4,120,4, NA, NA,2, NA, NA,10,2, NA,2, NA, NA
5/11/2017,2017,5,11, NA, NA,32,20, NA,604, NA,122, NA, NA,56,2760,16, NA, NA,6, NA, NA,4, NA, NA, NA, NA, NA, NA,100,8, NA,4, NA, NA, NA, NA, NA, NA,2, NA, NA, NA, NA
5/12/2017,2017,5,12, NA, NA, NA,16, NA,3260, NA,310, NA, NA,40,2010,8, NA, NA,14, NA, NA,2, NA, NA, NA, NA, NA, NA,204, NA,282, NA, NA, NA, NA, NA, NA,46,10, NA, NA, NA, NA
5/15/2017,2017,5,15, NA, NA, NA,20, NA,1892, NA,316, NA, NA,84,1210,8, NA, NA,12, NA, NA,6, NA, NA, NA, NA, NA, NA,66, NA,72,4, NA,4,4, NA, NA,10, NA, NA, NA, NA,6
5/16/2017,2017,5,16, NA, NA,30,78, NA,966, NA,180, NA, NA,70,2794,24, NA, NA,24, NA, NA,18, NA, NA, NA, NA, NA, NA,120,2, NA,18, NA,10,6, NA, NA,16,2, NA, NA, NA, NA
5/17/2017,2017,5,17, NA, NA, NA,30, NA,924, NA,206, NA, NA,14,1008,12, NA, NA,22, NA, NA,4, NA, NA, NA, NA, NA, NA,96, NA, NA,10, NA,2,6, NA, NA,8, NA,4, NA, NA, NA
5/18/2017,2017,5,18, NA, NA,20,16, NA,650, NA,64, NA, NA,24,1516,2, NA, NA,8, NA, NA,6, NA, NA, NA, NA, NA, NA,100,4,166,2, NA, NA, NA, NA, NA,10, NA, NA, NA, NA, NA
5/19/2017,2017,5,19, NA, NA, NA,14, NA,611, NA,60, NA, NA, NA,1453,8, NA, NA,16, NA, NA, NA, NA, NA, NA, NA, NA, NA,56,14, NA,4, NA,4, NA, NA, NA,26, NA, NA, NA, NA, NA
5/22/2017,2017,5,22, NA, NA, NA,28, NA,2408, NA,542, NA, NA,40,1824,2, NA, NA,16, NA, NA, NA, NA, NA, NA, NA, NA, NA,38, NA, NA,8, NA,4,10, NA, NA, NA, NA, NA, NA, NA,6
5/23/2017,2017,5,23, NA, NA,14,18, NA,906, NA,88, NA, NA,32,1214,4, NA, NA,20, NA, NA, NA, NA, NA, NA, NA, NA, NA,66,8,82,6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
5/24/2017,2017,5,24, NA, NA,22,96, NA,1670, NA,410, NA, NA,123,3242,4, NA, NA,36, NA, NA,18, NA, NA, NA, NA, NA, NA,200, NA,32,10, NA,8, NA, NA, NA,8, NA, NA, NA, NA, NA
5/25/2017,2017,5,25, NA, NA,90,198, NA,1237, NA,569, NA, NA,120,3262,8, NA, NA,90, NA, NA,60, NA, NA, NA, NA, NA, NA,113,12,28,10, NA,8, NA, NA, NA,20, NA, NA,2, NA, NA
5/26/2017,2017,5,26, NA, NA,24,218, NA,1099, NA,585, NA, NA,222,3448,16, NA, NA,56, NA, NA,30, NA, NA, NA, NA, NA, NA,166,20,40,4, NA,6, NA, NA, NA,8, NA, NA,2, NA, NA
5/30/2017,2017,5,30, NA, NA,16,12, NA,7782, NA,785, NA, NA,28,2841,4, NA, NA,8, NA, NA, NA, NA, NA, NA, NA, NA, NA,85, NA,40, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA
5/31/2017,2017,5,31, NA, NA, NA,60, NA,4349, NA,801, NA, NA,208,5147,32, NA, NA,28, NA, NA, NA, NA, NA, NA, NA, NA, NA,76,6, NA, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA
4/3/2017,2017,4,3, NA, NA, NA,8, NA,2642, NA,321, NA, NA,56,2031,8, NA, NA,28, NA, NA, NA, NA, NA, NA, NA, NA, NA,206, NA,287,12, NA,4,12, NA, NA,24, NA, NA, NA, NA, NA
4/4/2017,2017,4,4, NA, NA,48,30, NA,2357, NA,498, NA, NA,42,1968,14, NA, NA,8, NA, NA,4, NA, NA, NA, NA, NA, NA,164,14,279,2, NA,10,6, NA, NA,42, NA, NA,6, NA, NA
4/5/2017,2017,4,5, NA, NA,56,40, NA,1990, NA,437, NA, NA,38,2099,4, NA, NA,8, NA, NA,8, NA, NA, NA, NA, NA, NA,188,16,190,8, NA,6,4, NA, NA,36,4, NA, NA, NA,4
4/6/2017,2017,4,6, NA, NA,137,101, NA,1245, NA,366, NA, NA,68,2031,8, NA, NA,20, NA, NA,20, NA, NA, NA, NA, NA, NA,136,6,123, NA, NA, NA,8, NA, NA,50, NA, NA,6, NA, NA
4/7/2017,2017,4,7, NA, NA,64,151, NA,643, NA,182, NA, NA,20,4787,8, NA, NA,30, NA, NA,22, NA, NA, NA, NA, NA, NA,151,14,61, NA, NA,10,12, NA, NA,14,2,4, NA, NA,6
4/10/2017,2017,4,10, NA, NA,40,10, NA,413, NA,145, NA, NA,10,1150,6, NA, NA,8, NA, NA,4, NA, NA, NA, NA, NA, NA,72, NA,40, NA, NA, NA,8, NA, NA,12,2, NA,2, NA,8
4/11/2017,2017,4,11, NA, NA,16,6, NA,947, NA,380, NA, NA,14,1611,4, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA,70,14,30,4, NA, NA,8, NA, NA,20,6,2, NA, NA, NA
4/12/2017,2017,4,12, NA, NA, NA, NA, NA,5678, NA,218, NA, NA,8,129, NA, NA, NA,2, NA, NA,2, NA, NA, NA, NA, NA, NA,30,2, NA,6, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA
4/13/2017,2017,4,13, NA, NA,8,26, NA,2446, NA,305, NA, NA,16,585,6, NA, NA,6, NA, NA, NA, NA, NA, NA, NA, NA, NA,60,6,24, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA
4/14/2017,2017,4,14, NA, NA, NA,40, NA,697, NA,421, NA, NA,72,1263,18, NA, NA,18, NA, NA,38, NA, NA, NA, NA, NA, NA,76,6,105, NA, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA
4/17/2017,2017,4,17, NA, NA,32,38, NA,1399, NA,1166, NA, NA,34,3636,6, NA, NA,24, NA, NA,10, NA, NA, NA, NA, NA, NA,113,6,96, NA, NA,2, NA, NA, NA,14,2, NA,10, NA, NA
4/18/2017,2017,4,18, NA, NA,24,42, NA,4252, NA,413, NA, NA,95,3699,38, NA, NA,24, NA, NA,20, NA, NA, NA, NA, NA, NA,384,34,24,12, NA,8,6, NA, NA,32,4, NA,2, NA,12
4/19/2017,2017,4,19, NA, NA, NA,4, NA,2879, NA,157, NA, NA,16,267, NA, NA, NA,4, NA, NA,6, NA, NA, NA, NA, NA, NA,113,6, NA,4, NA, NA, NA, NA, NA,8, NA, NA, NA, NA, NA
4/20/2017,2017,4,20, NA, NA, NA,4, NA,1482, NA,194, NA, NA,32,1952,8, NA, NA,6, NA, NA,8, NA, NA, NA, NA, NA, NA,76,12, NA,40, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA
4/21/2017,2017,4,21, NA, NA,16,44, NA,1395, NA,172, NA, NA,64,1788,4, NA, NA,32, NA, NA,10, NA, NA, NA, NA, NA, NA,113,22,30,12, NA,4, NA, NA, NA,18, NA, NA, NA, NA, NA
4/24/2017,2017,4,24, NA, NA,24,12, NA,1489, NA,264, NA, NA,88,1210,10, NA, NA,4, NA, NA,16, NA, NA, NA, NA, NA, NA,114,20,160,8, NA, NA, NA, NA, NA,12,4, NA, NA, NA,8
4/25/2017,2017,4,25, NA, NA, NA,16, NA,1990, NA,210, NA, NA,40,2557,8, NA, NA,12, NA, NA,12, NA, NA, NA, NA, NA, NA,259, NA,90,8, NA, NA,20, NA, NA,16,4, NA,4, NA,22
4/26/2017,2017,4,26, NA, NA,16,24, NA,826, NA,372, NA, NA, NA,1960,16, NA, NA,4, NA, NA,8, NA, NA, NA, NA, NA, NA,309,12,48,14, NA,4,8, NA, NA,20,2, NA,2, NA,16
4/27/2017,2017,4,27, NA, NA,81,113, NA,990, NA,637, NA, NA,30,2118,4, NA, NA,16, NA, NA,12, NA, NA, NA, NA, NA, NA,609,8,113,8, NA,8,8, NA, NA,141,2, NA,4, NA,32
4/28/2017,2017,4,28, NA, NA,16,72, NA,785, NA,569, NA, NA,16,1711,64, NA, NA,20, NA, NA,8, NA, NA, NA, NA, NA, NA,332,10,48, NA, NA,8, NA, NA, NA,40, NA, NA,2, NA,4
3/1/2017,2017,3,1, NA, NA,22,48, NA,986, NA,606, NA, NA,38,2100,10, NA, NA,30, NA, NA,36, NA, NA, NA, NA, NA, NA,116,16,219,28, NA,8, NA, NA, NA,2, NA,4, NA, NA, NA
3/2/2017,2017,3,2, NA, NA,46,56, NA,1010, NA,498, NA, NA,28,1948,28, NA, NA,4, NA, NA,4, NA, NA, NA, NA, NA, NA,106,20,222,2, NA, NA, NA, NA, NA,2,8, NA, NA, NA, NA
3/3/2017,2017,3,3, NA, NA, NA,28, NA,1002, NA,896, NA, NA,44,3117,14, NA, NA,10, NA, NA,36, NA, NA, NA, NA, NA, NA,360,22,230,18, NA,8, NA, NA, NA,2,2, NA,4, NA,4
3/6/2017,2017,3,6, NA, NA,18, NA, NA,640, NA,417, NA, NA,20,1000, NA, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,2
3/7/2017,2017,3,7, NA, NA,10,4, NA,930, NA,396, NA, NA,22,2010, NA, NA, NA,8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,98, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
3/8/2017,2017,3,8, NA, NA,66,8, NA,820, NA,190, NA, NA,28,1200, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,10, NA,312,34, NA, NA, NA, NA, NA, NA, NA,10, NA, NA,6
3/9/2017,2017,3,9, NA, NA,90, NA, NA,1938, NA,444, NA, NA,52,1650, NA, NA, NA,8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,72,24, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,8
3/10/2017,2017,3,10, NA, NA, NA,8, NA,1250, NA,402, NA, NA,22,1398, NA, NA, NA,12, NA, NA,10, NA, NA, NA, NA, NA, NA, NA, NA,78,42, NA, NA, NA, NA, NA,12, NA, NA,2, NA, NA
3/13/2017,2017,3,13, NA, NA,54,18, NA,2960, NA,474, NA, NA,48,1842,20, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,16,10,120,30, NA,2, NA, NA, NA, NA, NA,24, NA, NA, NA
3/14/2017,2017,3,14, NA, NA,288,36, NA,2100, NA,276, NA, NA,14,2610, NA, NA, NA,24, NA, NA,24, NA, NA, NA, NA, NA, NA,156, NA, NA,30, NA,20, NA, NA, NA,10, NA,48, NA, NA, NA
3/15/2017,2017,3,15, NA, NA,66,40, NA,1812, NA,610, NA, NA,18,1416,14, NA, NA,22, NA, NA,32, NA, NA, NA, NA, NA, NA,82, NA,98,42, NA,8, NA, NA, NA,4, NA,2, NA, NA,10
3/16/2017,2017,3,16, NA, NA,108,18, NA,1302, NA,510, NA, NA,22,2110,12, NA, NA,10, NA, NA,6, NA, NA, NA, NA, NA, NA,102, NA,96,14, NA,4, NA, NA, NA,2, NA, NA,8, NA,8
3/17/2017,2017,3,17, NA, NA,288,48, NA,881, NA,190, NA, NA,42,672,12, NA, NA,26, NA, NA, NA, NA, NA, NA, NA, NA, NA,298, NA, NA, NA, NA, NA, NA, NA, NA,2, NA,36, NA, NA,4
3/20/2017,2017,3,20, NA, NA,84,20, NA,2021, NA,246, NA, NA,90,3258,12, NA, NA,26, NA, NA,24, NA, NA, NA, NA, NA, NA,142,4,90,28, NA,6, NA, NA, NA, NA, NA, NA, NA, NA,6
3/21/2017,2017,3,21, NA, NA, NA,46, NA,1050, NA,170, NA, NA,54,1620,16, NA, NA,24, NA, NA,34, NA, NA, NA, NA, NA, NA,184,6,234,20, NA, NA, NA, NA, NA,2, NA, NA, NA, NA,8
3/22/2017,2017,3,22, NA, NA,46,22, NA,1606, NA,228, NA, NA,144,2658,22, NA, NA,26, NA, NA, NA, NA, NA, NA, NA, NA, NA,216, NA,174,18, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA
3/23/2017,2017,3,23, NA, NA,36,16, NA,1928, NA,256, NA, NA,264,2312,18, NA, NA,4, NA, NA,24, NA, NA, NA, NA, NA, NA,78, NA,136,26, NA, NA, NA, NA, NA,12, NA, NA, NA, NA, NA
3/24/2017,2017,3,24, NA, NA,104,50, NA,2302, NA,516, NA, NA,132,2314,34, NA, NA,40, NA, NA,16, NA, NA, NA, NA, NA, NA,220, NA,169,22, NA,4,8, NA, NA,10, NA,14,4, NA,2
3/27/2017,2017,3,27, NA, NA,30,62, NA,1415, NA,302, NA, NA,14,1224,84, NA, NA,2, NA, NA,20, NA, NA, NA, NA, NA, NA,96,4,174,12, NA,2,2, NA, NA,8, NA,8, NA, NA, NA
3/28/2017,2017,3,28, NA, NA,72, NA, NA,1926, NA,621, NA, NA,78,3612,30, NA, NA,36, NA, NA,18, NA, NA, NA, NA, NA, NA,132,4,162,16, NA, NA, NA, NA, NA,12, NA, NA,4, NA, NA
3/29/2017,2017,3,29, NA, NA,90,26, NA,920, NA,360, NA, NA,63,2550, NA, NA, NA,18, NA, NA,20, NA, NA, NA, NA, NA, NA,168, NA,144,78, NA,4,12, NA, NA, NA,4,4, NA, NA, NA
3/30/2017,2017,3,30, NA, NA,33,12, NA,4900, NA,720, NA, NA,186,3348,4, NA, NA,20, NA, NA, NA, NA, NA, NA, NA, NA, NA,118, NA,414,10, NA,2, NA, NA, NA, NA, NA, NA, NA, NA,4
3/31/2017,2017,3,31, NA, NA,198,66, NA,2210, NA,546, NA, NA,120,3732,12, NA, NA,24, NA, NA,4, NA, NA, NA, NA, NA, NA,90, NA,136,10, NA,2, NA, NA, NA,8,4, NA, NA, NA,12
2/1/2017,2017,2,1, NA, NA,28,6, NA,1620, NA,110, NA, NA,62,2488,10, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,208,12,160,8, NA,2,2, NA, NA, NA, NA, NA, NA, NA,4
2/2/2017,2017,2,2, NA, NA,44,24, NA,900, NA,120, NA, NA,14,1570,12, NA, NA, NA, NA, NA,30, NA, NA, NA, NA, NA, NA,150,8,160,18, NA, NA,4, NA, NA,2, NA, NA, NA, NA,6
2/3/2017,2017,2,3, NA, NA, NA,44, NA,1830, NA,516, NA, NA,22,2124,32, NA, NA,18, NA, NA,20, NA, NA, NA, NA, NA, NA,166,10,306,28, NA,6, NA, NA, NA, NA, NA, NA, NA, NA,8
2/6/2017,2017,2,6, NA, NA, NA,20, NA,1336, NA,255, NA, NA,4,737,8, NA, NA,8, NA, NA,2, NA, NA, NA, NA, NA, NA,214,60,113,4, NA,10,4, NA, NA, NA,2, NA, NA, NA,8
2/7/2017,2017,2,7, NA, NA,8,34, NA,1632, NA,198, NA, NA,38,976,36, NA, NA,8, NA, NA,6, NA, NA, NA, NA, NA, NA,263,36,40,30, NA,18,8, NA, NA,8, NA, NA,4, NA, NA
2/8/2017,2017,2,8, NA, NA,8,42, NA,1597, NA,648, NA, NA,40,3681,22, NA, NA,22, NA, NA,6, NA, NA, NA, NA, NA, NA,532,81,164,28, NA,16,4, NA, NA,4,2,2,4, NA,10
2/9/2017,2017,2,9, NA, NA,24,96, NA,974, NA,573, NA, NA,44,3122,16, NA, NA,42, NA, NA,30, NA, NA, NA, NA, NA, NA,380,51,48,56, NA,28,8, NA, NA,10,4, NA,6, NA,44
2/10/2017,2017,2,10, NA, NA,48,56, NA,605, NA,362, NA, NA,32,2673,44, NA, NA,16, NA, NA,28, NA, NA, NA, NA, NA, NA,218,16,46,12, NA, NA, NA, NA, NA,14,4, NA,2, NA,24
2/13/2017,2017,2,13, NA, NA,81,16, NA,1660, NA,923, NA, NA,32,3094,10, NA, NA,6, NA, NA,8, NA, NA, NA, NA, NA, NA,431,71,64,10, NA,8, NA, NA, NA,10,12, NA,2, NA,12
2/14/2017,2017,2,14, NA, NA, NA,8, NA,1042, NA,512, NA, NA,16,2083,10, NA, NA,12, NA, NA,6, NA, NA, NA, NA, NA, NA,218,22,44,16, NA,4,4, NA, NA,2,4, NA, NA, NA,6
2/15/2017,2017,2,15, NA, NA,32,12, NA,3936, NA,121, NA, NA,4,303,14, NA, NA,2, NA, NA,2, NA, NA, NA, NA, NA, NA,168,20, NA, NA, NA,10,2, NA, NA,4, NA, NA,4, NA,12
2/16/2017,2017,2,16, NA, NA,32,16, NA,437, NA,307, NA, NA, NA,1603,18, NA, NA,8, NA, NA,4, NA, NA, NA, NA, NA, NA,83,8,145,2, NA, NA,6, NA, NA,6, NA,2, NA, NA,16
2/17/2017,2017,2,17, NA, NA,44,8, NA,607, NA,60, NA, NA,6,1012,2, NA, NA,8, NA, NA,16, NA, NA, NA, NA, NA, NA,60,16,133, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA,4
2/20/2017,2017,2,20, NA, NA,18,36, NA,1280, NA,214, NA, NA,34,3120,4, NA, NA,10, NA, NA, NA, NA, NA, NA, NA, NA, NA,166, NA,90,24, NA, NA,2, NA, NA,4, NA, NA,2, NA,6
2/21/2017,2017,2,21, NA, NA, NA, NA, NA,5467, NA,352, NA, NA, NA,402, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,70, NA,206, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
2/22/2017,2017,2,22, NA, NA, NA,230, NA,1336, NA,546, NA, NA,36,4459,4, NA, NA,44, NA, NA,42, NA, NA, NA, NA, NA, NA,166,10,145,12, NA,2,24, NA, NA,8, NA,12, NA, NA,6
2/23/2017,2017,2,23, NA, NA,40,131, NA,623, NA,706, NA, NA,40,4635,12, NA, NA,32, NA, NA,26, NA, NA, NA, NA, NA, NA,259,18,321,6, NA, NA,8, NA, NA,6, NA,2, NA, NA, NA
2/24/2017,2017,2,24, NA, NA,40,46, NA,1379, NA,824, NA, NA,36,3649,18, NA, NA,10, NA, NA,6, NA, NA, NA, NA, NA, NA,204,40,166,6, NA,2,2, NA, NA,4,4,2, NA, NA, NA
2/27/2017,2017,2,27, NA, NA, NA,16, NA,1824, NA,440, NA, NA,20,2792,22, NA, NA,10, NA, NA,8, NA, NA, NA, NA, NA, NA,102,4,218,12, NA,4, NA, NA, NA,4, NA,10, NA, NA, NA
2/28/2017,2017,2,28, NA, NA, NA,30, NA,1600, NA,210, NA, NA,40,1234,24, NA, NA, NA, NA, NA,6, NA, NA, NA, NA, NA, NA,282,14, NA, NA, NA, NA, NA, NA, NA, NA,2, NA,8, NA,4
1/3/2017,2017,1,3, NA, NA, NA,66, NA,2376, NA,767, NA, NA,38,2004,42, NA, NA,80, NA, NA,32, NA, NA, NA, NA, NA, NA,316,8,256,26, NA,12,4, NA, NA,4, NA, NA, NA, NA,16
1/4/2017,2017,1,4, NA, NA,96,22, NA,1396, NA,372, NA, NA,82,2348,8, NA, NA,12, NA, NA,36, NA, NA, NA, NA, NA, NA,136,2,236,28, NA, NA, NA, NA, NA, NA,6, NA, NA, NA,4
1/5/2017,2017,1,5, NA, NA, NA,142, NA,2592, NA,789, NA, NA,120,3156,38, NA, NA,88, NA, NA,20, NA, NA, NA, NA, NA, NA,334,22,260,42, NA,10, NA, NA, NA,4, NA, NA, NA, NA,4
1/6/2017,2017,1,6, NA, NA, NA,16, NA,2106, NA,578, NA, NA,56,1002,10, NA, NA,32, NA, NA, NA, NA, NA, NA, NA, NA, NA,72,4, NA,90, NA,14, NA, NA, NA, NA, NA, NA, NA, NA,8
1/9/2017,2017,1,9, NA, NA,10,14, NA,642, NA,190, NA, NA,38,1098,8, NA, NA,16, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,4
1/10/2017,2017,1,10, NA, NA, NA,38, NA,1332, NA,506, NA, NA,54,978,42, NA, NA,8, NA, NA,12, NA, NA, NA, NA, NA, NA,64,26,114,36, NA,10,4, NA, NA,18, NA, NA,2, NA,6
1/11/2017,2017,1,11, NA, NA,28,2, NA,2544, NA,352, NA, NA,72,1942,16, NA, NA,4, NA, NA,8, NA, NA, NA, NA, NA, NA,88,6, NA,14, NA,16, NA, NA, NA,12,6, NA, NA, NA, NA
1/12/2017,2017,1,12, NA, NA,12,24, NA,1028, NA,248, NA, NA,140,1206,30, NA, NA,8, NA, NA,8, NA, NA, NA, NA, NA, NA, NA,2,108,6, NA, NA, NA, NA, NA, NA,2, NA, NA, NA,4
1/13/2017,2017,1,13, NA, NA,50,44, NA,1002, NA,196, NA, NA,68,894,26, NA, NA,16, NA, NA,18, NA, NA, NA, NA, NA, NA,30, NA,107,10, NA,4,4, NA, NA, NA, NA,20, NA, NA,6
1/17/2017,2017,1,17, NA, NA, NA,32, NA,2018, NA,498, NA, NA,28,1218,40, NA, NA,16, NA, NA,22, NA, NA, NA, NA, NA, NA,106,4,224,30, NA,8,4, NA, NA,10, NA, NA, NA, NA,6
1/18/2017,2017,1,18, NA, NA, NA,34, NA,796, NA,264, NA, NA,80,3237,20, NA, NA,28, NA, NA,10, NA, NA, NA, NA, NA, NA,178,6,66,32, NA, NA, NA, NA, NA, NA,4, NA,4, NA,4
1/20/2017,2017,1,20, NA, NA, NA,16, NA,2102, NA,770, NA, NA,136,1012,34, NA, NA,54, NA, NA,6, NA, NA, NA, NA, NA, NA,24,4,336,20, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,14
1/23/2017,2017,1,23, NA, NA, NA,104, NA,4312, NA,802, NA, NA,48,3516,82, NA, NA,92, NA, NA,56, NA, NA, NA, NA, NA, NA,42,22,318,70, NA,22,8, NA, NA, NA, NA, NA, NA, NA,14
